customer_id,date,total_sales,age,product_category,online_sales,offline_sales
51e2da8c-d377-4ba1-a6ce-cab61bc955b6,2025-01-18,367.88,59,Home & Kitchen,1165.78,2573.72
4c3c423d-0c65-4e6f-8c70-464d8abddbfc,2024-08-09,327.82,25,Toys,933.72,1158.16
e1ea4f7c-1583-4a90-8caf-b59ba7ef01b3,2023-09-29,2918.84,25,Home & Kitchen,1414.46,112.71
4be619c3-5147-4fbf-a875-8756421b31ff,2024-01-27,317.73,59,Home & Kitchen,2357.09,2686.35
c9b52ed0-4076-4e34-8492-08fb8039c2f5,2024-08-25,1111.4,61,Books,968.91,717.35
124e0ac8-7e46-4c84-b49a-e806ba19a57e,2024-04-10,3744.94,36,Books,425.45,2950.59
ed8e5918-dfb1-437c-85d0-8a711fbeb3ed,2024-12-25,3265.55,54,Clothing,210.55,2574.71
ad2fd799-fc82-4630-b8f4-d9abccd2594f,2023-09-18,2966.13,27,Electronics,1779.98,246.55
7a53d3ed-009d-48c1-8a61-9fdb571d48f6,2025-01-07,3427.32,28,Clothing,2538.5,349.02
35084a64-622a-4146-8fbf-658e8920a476,2023-08-16,4068.29,42,Home & Kitchen,437.84,768.97
b81bf5bd-85ac-4f5c-b338-52cccecdb61c,2024-03-12,2317.12,35,Books,88.11,11.84
a892f121-abd1-4021-890b-6c35d5610931,2024-11-26,1995.3,55,Toys,2784.01,1611.72
355c0a3d-2694-47b7-bb3e-d0861f5075bc,2023-09-24,3929.8,26,Toys,2129.58,1650.46
67911945-9d89-4c5d-9518-c347ccf0e0ac,2024-11-27,3964.61,65,Books,1242.2,350.64
458f12a0-9def-430d-868d-8df81efbd083,2023-11-26,2930.08,50,Clothing,2530.55,1583.73
57af66f0-9a5f-44f6-9471-2e92ba94ab1b,2023-10-07,2978.08,24,Toys,2232.04,486.01
b320ce06-42a4-4257-b460-163144945d08,2024-05-27,2054.74,20,Books,2494.36,1879.68
cf11d9d8-9f92-4569-935b-ca54d33b86c9,2024-04-15,480.43,24,Electronics,1926.74,1655.44
2bd36b08-69f0-4209-8dbb-b12681f7c95f,2024-11-22,880.43,38,Clothing,547.76,382.45
ab2489ae-f09b-4db9-9562-ef443521f587,2024-03-22,2517.45,67,Clothing,3.8,2507.28
5a1660b8-15d4-49e9-b221-9a2016b645da,2023-07-04,1384.2,37,Home & Kitchen,2262.58,724.78
09e6940b-9b23-45df-86f3-78be9a41c0b0,2024-02-15,1938.04,26,Toys,2549.17,1260.12
d81edd1d-f1d8-4654-b67b-fe6735e11c69,2023-05-23,1580.94,32,Toys,523.4,1652.65
7e37f965-d0ad-4763-807d-2058185e39a4,2024-08-25,2694.38,57,Toys,2108.3,2303.38
32b4d44b-0b74-4355-9d6f-ea652bffd0c0,2024-10-10,418.48,20,Clothing,2441.12,1338.78
bab9fef7-8a83-4048-9f9e-221a60085c42,2023-04-07,4965.97,36,Home & Kitchen,2649.89,640.7
ebdf4878-241b-4562-a439-ab16f0f5874f,2023-12-05,3819.37,28,Electronics,675.71,2822.82
895c8ef4-ddeb-44b8-b111-2539eb5392c1,2023-08-12,4568.15,48,Home & Kitchen,1475.56,2112.76
2583bd13-b112-434c-8f22-097f34812906,2023-09-14,4206.54,24,Books,1956.96,1158.59
739cd97d-5341-40d5-b1a1-6c96f6972327,2024-12-01,4622.63,22,Home & Kitchen,2088.6,1229.99
78d19415-489d-4dff-8c16-188dd6954380,2023-10-09,1005.36,56,Electronics,2.61,2470.09
a51521fa-bb9e-4dfb-a98e-1393d6c22d32,2024-03-05,1254.1,30,Clothing,2758.27,268.43
a0713ae4-611d-40e0-9d62-f34b26226ad2,2023-01-21,1171.15,61,Home & Kitchen,1279.6,2401.39
e81ec299-ab36-4b10-9ecc-cf49c8103ae0,2023-06-28,1703.59,37,Books,1725.36,964.56
9c0a56c2-f5fe-418b-8eda-ad8171802179,2024-09-26,1978.03,48,Toys,635.94,2139.65
d9ab73b5-09a0-4487-9849-81b0f1e856b0,2024-08-03,292.17,28,Clothing,1510.7,1934.26
a6e59f44-4dbd-466e-9fe5-de4d5cc38498,2023-02-18,3577.17,32,Clothing,72.52,105.91
08b9112c-c083-441a-9913-83990b53ce0e,2024-11-26,2056.58,36,Books,2835.64,715.05
a7482072-f417-4629-b243-e654300c55f8,2024-05-04,1599.42,49,Electronics,384.84,857.06
9e989751-7cd4-4c5e-9022-5d0ad48cb245,2024-02-01,3857.7,19,Toys,748.7,1670.57
eafd2399-745c-4fae-aa60-005665d45992,2023-09-17,1810.95,65,Books,2045.62,65.99
5f6d9e91-fe80-45a8-beda-2a03428aa56c,2023-08-25,2688.19,54,Books,455.61,886.58
e60800af-c20f-4a2e-a1ff-d493310c4422,2024-07-06,1706.08,56,Toys,296.59,2764.01
ab54a96e-3bbc-4e94-b6aa-411f57ab4e83,2023-02-04,3063.49,42,Clothing,869.04,197.26
4d550ff4-a421-41e4-b0c0-824594a0bfbd,2024-01-15,4002.89,35,Electronics,233.1,1616.51
c5f974d8-eefc-4e0f-bedb-94959d5c37ab,2023-02-10,3066.77,58,Toys,494.27,2275.76
e01dce73-c2d2-421e-9757-4b73e8a71428,2024-07-22,1606.61,69,Toys,979.32,554.62
0d59a1d0-6c52-443d-b205-8c0a148929ff,2023-02-10,578.7,61,Electronics,2477.01,2986.86
82f8d6e0-afa3-4570-b04f-5925963edee5,2024-03-05,1443.05,36,Home & Kitchen,2721.62,915.26
b6904900-2ad1-41cd-814e-cf8f7e60a317,2024-03-05,1928.6,36,Toys,1556.56,2144.72
7f7f2fa0-d51c-4213-b7df-c31f947f9ef7,2023-03-18,3225.69,22,Electronics,935.31,211.37
e6110d57-8096-4f44-aae0-68c480e87833,2024-01-12,2185.34,21,Toys,34.33,1497.69
0690e22d-806c-466f-81cd-ea21efbaaebe,2024-07-04,4819.88,46,Electronics,2237.66,1136.67
40a09376-d08d-49f0-a366-18370b49f345,2023-07-18,1804.72,58,Clothing,1355.35,2595.48
115820ea-2171-43bb-a7c0-2fab75104e22,2023-05-02,2391.33,69,Clothing,2898.46,2202.48
124d9906-2dbb-4dac-bee4-86ec07a3bcac,2024-10-27,1147.41,34,Toys,2839.89,1429.61
e5c45d9a-a184-4f39-8361-ce46396c70b5,2024-05-01,4233.4,65,Books,2486.31,1250.9
0c187c2d-ba36-4e85-ba20-20beca3eda1d,2023-07-20,2019.14,48,Clothing,2562.14,505.35
c6ff05af-e213-49ad-b200-e229907d8fcd,2023-12-10,2298.89,49,Toys,2954.55,2982.19
8ea7c05a-23e6-46f4-b59d-174d9af0220f,2024-04-26,2636.49,24,Home & Kitchen,2606.9,982.76
40ceb155-c628-4f24-8b18-88ba3b4b3b07,2024-12-17,3523.55,46,Books,2771.26,2909.54
eec06c48-b99f-4311-ac9e-5dae48975241,2023-06-06,4107.98,52,Home & Kitchen,2672.87,1125.85
dddd6ccf-97eb-4fb8-beec-212acee1a0a6,2023-11-28,4365.39,61,Clothing,363.04,1309.5
3fa9f806-250e-4664-b115-6dd7a72b6d79,2024-05-18,4739.71,47,Electronics,2819.91,2435.82
eee16ab3-a313-42d0-a3a7-a2d193b1990d,2023-12-15,1470.28,58,Home & Kitchen,1633.68,500.16
0d62a3fa-1517-47a5-9169-242a5576a22a,2024-03-26,2372.83,60,Toys,1331.42,1894.19
f1107d37-c35f-4923-bed4-be5995d7dbf8,2023-02-23,4677.66,23,Home & Kitchen,2333.77,1885.93
0005ba3e-860b-4e3a-a505-1bd56ddd6919,2023-09-20,3134.0,37,Toys,1573.78,353.81
cdc38558-c560-4517-9597-fe2e177a5e2b,2023-05-09,667.51,21,Books,2173.38,99.54
4291b872-a25e-4375-80e8-d9adf5e6e116,2024-12-17,1055.36,40,Books,757.31,363.03
44567b90-d19d-476f-af34-901d6bcc2916,2024-01-10,675.47,67,Home & Kitchen,839.57,2606.83
7cee1523-d1b1-4a90-82d8-c7dfdaa5eddb,2023-08-10,3693.35,32,Toys,491.28,2039.31
8723d0b9-66f5-438e-9234-0e236bd98c70,2023-08-13,2226.08,21,Clothing,1227.25,2109.25
4e1f23f3-0cd2-4fa5-aa3b-47c291790cd8,2024-09-05,2774.85,59,Books,2042.24,812.5
c236814f-ec21-4aaa-ba17-6f84e35b5957,2023-05-13,1335.9,61,Electronics,1049.53,2824.09
04de6ece-de8d-49fe-8b32-2ebe44763a57,2024-01-05,2684.91,52,Electronics,2885.01,2126.86
ac4b600d-90be-426f-bd43-212ab53d9c66,2024-01-23,2946.29,26,Electronics,1532.75,2964.95
98c8e7f1-08c9-40cf-a200-2bf92c987d3e,2024-01-05,1532.31,29,Clothing,1945.46,1591.24
f1c790ba-c3f9-449e-82b0-37d9673ab713,2025-01-03,3722.14,55,Clothing,2418.69,1248.15
411dc715-6357-4107-9fbd-4322e0c8aa9d,2024-11-30,3010.8,48,Toys,963.05,512.01
126418e3-5581-46dc-ba43-2967a6177c3b,2024-12-12,1313.28,64,Clothing,1852.41,532.97
eea96127-4b2d-4339-ad1e-bb7038874406,2024-01-31,3802.68,64,Toys,1725.07,2047.46
843bd4c9-0f4a-40e9-9f89-c783d73ad822,2024-12-25,4991.98,68,Home & Kitchen,1872.54,1221.23
328530a1-affc-41bb-a881-173eb8f4a9d3,2024-05-13,1745.48,18,Books,1193.15,1007.4
457a14f9-a44b-4e58-98fe-08cc3a699750,2023-10-19,4725.22,36,Electronics,1205.77,272.72
a18e3d63-ed16-4391-a594-0b68e7549a7c,2023-11-04,361.2,47,Books,393.33,2862.39
25b436cd-94f7-4180-b2e2-5b3d450e2350,2025-01-17,2602.87,42,Electronics,1946.26,297.3
79733b7b-b62c-48f5-b7c3-f0eb63300893,2024-01-18,1302.72,35,Toys,1810.6,1541.04
7137d642-72bb-4248-9362-00afbea5f57d,2024-12-27,4758.68,49,Clothing,2949.23,1804.49
0fbf106f-bace-4698-bac4-3e9123417035,2024-08-21,3591.65,54,Home & Kitchen,310.32,1855.26
2ecd423d-071b-4ee1-b4dd-bba3f241566b,2024-12-29,2010.12,46,Toys,327.19,1246.95
a7162b67-c022-4349-9ffb-b825f545a50b,2023-09-25,2339.03,36,Toys,2585.87,1426.47
ea64e659-bf17-4697-a362-76435bf4a2f3,2024-06-05,1933.1,64,Home & Kitchen,1739.18,1005.24
96d7be5c-a7a9-46a3-8ad3-574c72bad998,2023-04-15,431.57,53,Toys,538.61,2099.93
13f0216d-4542-4171-9230-797445e720e8,2024-09-14,1998.15,42,Toys,1356.16,2148.17
30825335-6216-44e2-a8e1-8e0d0f3ee108,2023-07-31,4024.78,30,Home & Kitchen,1542.06,785.39
5d829aeb-74f9-4fb8-95c2-8ec8072c4f46,2023-06-23,4045.62,50,Clothing,2398.92,2619.08
2ecef97c-6d98-4b74-8c37-77d1b1f61443,2024-07-10,1820.22,66,Electronics,2836.7,102.78
6d159e98-5874-4782-9ded-c856ba8b2d7e,2023-02-25,149.09,37,Clothing,368.17,2672.0
2a759384-87eb-4355-8e4b-6593f23e69c6,2024-12-01,4218.93,23,Home & Kitchen,2074.34,1511.61
fd63a627-0e06-4189-97c0-4973a46805b4,2024-04-17,4480.66,68,Toys,40.25,1341.14
5490e545-1347-4ca0-965f-a9bfb5e00b91,2024-10-13,763.99,30,Toys,1207.8,629.35
ecb096f1-d15f-4806-98b2-948df89a747c,2024-03-07,3793.6,18,Electronics,2874.51,426.71
acc1ec69-d72c-4fc1-b8b5-ab58fd562408,2023-04-27,3613.7,63,Toys,2167.75,1725.46
219e6972-2974-40fa-b761-649e4672662b,2024-05-14,2489.33,34,Electronics,1717.49,402.07
eda12718-3505-4942-94f1-0db42ec24c92,2023-07-06,3460.69,66,Books,1276.29,837.42
69e1c704-d17f-4240-ac84-4adeb8987b20,2024-04-21,1148.43,40,Electronics,1699.3,1748.03
b0bcd77b-28e6-461e-8d8f-ab106e317292,2024-06-19,4807.23,37,Books,2838.54,1788.3
fc1d14a8-1d0c-426a-921d-cd118c6dc4f0,2023-07-25,1783.2,47,Electronics,1681.92,2165.43
eb192c82-6ffe-4250-ac56-77df5eb2b9c7,2023-11-27,477.55,40,Toys,233.2,2281.16
7ecc3015-66a6-436e-9811-7e47c89de15d,2023-09-18,4788.19,33,Toys,2839.11,380.25
60f31c1f-7fae-4250-a349-b35b0512a1a2,2023-01-28,4469.35,40,Clothing,102.41,120.08
4eec301d-b126-4cf2-bdeb-abc4d983e494,2023-04-06,810.35,24,Books,2099.45,634.52
84722b29-e549-44f0-8795-b285fbd4dccd,2024-06-16,3921.46,19,Electronics,2672.11,1422.73
e25de2e0-3331-4e8b-9d5d-65a8b4bd047f,2024-04-18,1288.85,27,Electronics,1461.18,727.48
8e4cd944-c0be-4b08-a295-94b26242ba36,2023-12-22,3515.93,33,Books,1184.82,782.76
f4c04370-9c60-49af-a815-c2036edc3d68,2024-03-01,689.19,54,Books,1272.77,949.93
ee283d87-1f26-403a-bf1b-50a95918be22,2024-05-29,166.55,55,Home & Kitchen,883.24,2970.42
485240e8-223b-4021-9ef6-48e8e8f21332,2024-05-24,2859.67,67,Clothing,1352.15,1850.43
e875f086-18cd-4a79-a2c4-241bc59079b7,2023-07-03,1962.37,47,Toys,2270.29,1076.84
8e71f96f-4dbe-4e2e-8970-452976d0b93b,2024-02-22,1126.16,62,Toys,1867.0,1205.48
ac929611-b538-4c8d-8998-a42641505622,2023-12-19,1089.47,20,Home & Kitchen,2396.38,332.11
0b24c2d6-4d4d-4df4-ba82-77b16c217e65,2024-02-03,1156.52,68,Books,2438.15,2023.04
275c2a0b-bebf-4920-b0e6-927093afcd35,2024-02-28,2033.16,29,Books,1543.47,2453.46
12504bad-4069-496e-b6b7-a40e720cf72b,2024-03-25,321.49,27,Toys,2300.42,2513.33
eed976b7-2704-4b00-8207-c2d69551b2fb,2023-05-06,2076.35,26,Clothing,2845.14,1314.85
91bc2dc8-8b41-4af1-b1de-0d2419392a49,2023-04-22,388.05,60,Electronics,2484.07,882.2
afcc139e-e108-4757-8907-1730f28b8d61,2024-07-21,4037.58,27,Electronics,856.73,1098.15
ca336c6c-7887-4768-8426-5e7e16b7bd1a,2023-02-14,1313.87,32,Books,615.24,2360.6
8c09bf50-bbd8-4e6b-b686-d62785007785,2023-12-13,1881.56,26,Home & Kitchen,1576.41,2889.47
32c633b1-e4ea-4e02-a533-2db728e6dc50,2023-10-09,926.37,28,Toys,1026.0,2463.26
02ecbdef-1053-482f-8ae4-0c872a7e71f3,2024-03-28,1677.9,50,Electronics,863.13,1152.81
868bfff9-e776-45f2-ade7-6a229bfea6c6,2023-07-01,3490.85,47,Home & Kitchen,599.74,802.69
81b5f058-0d28-409c-9fc9-6f4849e564e2,2024-12-29,4070.16,31,Home & Kitchen,1816.65,470.19
4d4e8ce2-e90c-4841-b533-64b2f7f8031c,2023-10-16,4599.28,53,Clothing,2892.27,1944.89
51e45449-f4f1-46a3-b08c-3a24911d6bdf,2023-02-25,3418.5,60,Books,1654.2,948.87
90901b0a-57ca-4d5a-bc03-65f56090c0d7,2024-08-07,896.44,34,Home & Kitchen,2780.66,718.94
942f7df4-9895-4694-9837-0527507ecc1b,2023-05-01,712.44,52,Toys,2223.61,1428.63
017c186b-0e2e-4cdf-91e1-69d7e8611edc,2024-01-18,4194.55,51,Books,1517.92,686.02
31dfb163-bd84-4081-a119-0ec420b47157,2024-02-18,4980.48,60,Electronics,1478.54,2523.94
98da94e9-b455-4680-8836-3c6d3731a3b1,2024-07-11,1608.93,56,Toys,520.64,76.73
666993ad-4612-4706-9bf6-4df03a3a58e6,2023-06-06,2451.34,67,Home & Kitchen,1019.39,1858.46
440d519a-630b-4532-b8f1-605a2560763b,2023-07-24,1364.8,45,Books,862.94,2093.1
15dd7252-40a0-4c6b-ac6d-c44634e89e0c,2023-01-27,487.18,44,Electronics,2235.05,1312.2
544447b6-d042-430a-973c-cf84682ecdde,2023-01-25,1678.75,61,Toys,1716.34,2036.7
f28cda56-003c-40e0-a6c3-e2289ce3389d,2024-08-11,245.35,18,Toys,775.45,2351.81
5901e00d-6b91-448b-8228-d6c9715fb6bd,2024-11-23,4412.94,44,Electronics,2953.59,1402.37
b5cfd136-a3f6-4524-a5cb-517b8a88b79d,2024-10-05,1043.14,40,Clothing,2412.29,1855.31
97e7dc77-ba6a-4993-87c9-384b0d1b68a7,2023-03-06,3999.03,42,Electronics,1786.45,2852.89
f6e1e540-c9db-42e1-b351-6ff2abdddbc7,2024-06-14,3768.95,48,Toys,326.96,79.03
20ae61e3-8b4f-404d-91a7-b43343e817ee,2023-06-20,2859.37,19,Electronics,1448.13,2294.9
7b2cb57e-b178-41b1-9fe0-8a15eb9b6bc7,2024-09-09,2225.04,23,Electronics,2998.8,1488.78
4f83a4a9-47b6-446d-91f9-65caabcee0b9,2023-03-02,3062.5,68,Books,2915.45,807.06
7d2318c8-6b30-4765-afa2-e45acdc615ac,2024-06-28,561.74,48,Clothing,2443.04,1076.48
6b994b80-f2ec-4777-bd39-ea81ce562a7f,2023-04-05,4631.26,49,Toys,62.71,2765.94
695c62f5-edce-4d40-a285-e04122c89c5f,2023-10-08,3065.44,52,Toys,2552.09,2231.05
5358b011-6194-4e4f-83c7-38e076855b62,2023-12-23,2160.48,28,Electronics,334.09,587.26
f59d9faa-ee29-46ec-b473-542f3bfc3494,2023-07-17,3770.59,37,Clothing,1856.07,1947.52
049472ca-3623-42a3-ac18-288ffb0bb0fb,2024-06-08,2235.33,26,Books,1762.57,2745.2
fa16c865-bc85-4be1-b2a0-81c76d65f2d4,2023-06-10,1460.42,67,Books,532.83,2694.08
a160e613-21ab-4964-9c12-1f1358840f32,2024-12-02,4373.3,18,Electronics,2955.59,2984.19
a8f5379e-0bf0-454d-b3fa-ba933f945433,2023-02-07,452.31,42,Home & Kitchen,1001.85,2261.75
e0a0b19a-f735-4909-a66e-be99ffb5eeee,2024-02-04,2057.67,26,Books,2131.0,349.24
31b9a7a8-3db8-48fb-a637-5a5349b34dd8,2024-06-10,2810.06,34,Clothing,201.58,1218.99
8d988a12-9fa4-4308-b6db-e4622752f28f,2024-05-29,1960.69,64,Books,2584.39,2298.84
2302f8f5-d6c0-440c-968a-a56ddcdd9898,2024-11-26,1300.23,59,Books,1664.16,676.89
cca8936d-ed55-4945-b167-b72dfc07a103,2024-11-23,2195.24,62,Books,2542.16,8.53
713548d6-1d2e-442f-b849-84ffcb5bd06e,2024-10-10,1411.56,42,Toys,1396.23,131.3
cfffecc3-7c82-457f-882d-f970637ccc32,2024-09-17,2203.6,46,Clothing,822.97,2439.5
910c40a5-ef0c-4075-9fbd-170b79d024c3,2024-01-12,1348.16,21,Books,1808.28,2461.67
e335eb8b-195d-4d43-86ec-46ebc5ad40e6,2023-05-01,2628.97,59,Toys,1721.73,2353.34
5303b930-4dd1-4107-aba6-51de09815191,2023-07-06,3901.74,63,Home & Kitchen,949.51,511.5
712f171e-6802-4579-8b26-b0585c201382,2024-01-04,1755.87,54,Electronics,1477.32,722.94
f31128b1-37e0-46ff-8820-d4b980edcab5,2023-10-24,3059.27,61,Toys,1206.37,2768.7
caa62349-0e6c-4868-966e-665b746ebb50,2023-02-10,3062.95,33,Electronics,1994.01,978.01
ad99ab07-842e-4ecd-a993-3fc4b8f02967,2023-07-18,3018.62,33,Home & Kitchen,2265.11,2336.71
8b5fa801-216c-41d7-b9bf-5c225c532da3,2024-12-05,1478.05,41,Toys,2143.66,67.76
6fbcb151-6ff9-43fd-9a45-12d2cbdba182,2023-12-29,3181.44,53,Books,2354.65,79.96
08e8344e-87f4-488c-8e8e-97f133a6e25c,2024-02-07,2516.94,54,Electronics,2937.86,77.49
fd20c300-4c20-4d2a-8d3b-044d65e5f18b,2023-11-26,2933.78,58,Electronics,1981.14,89.49
9c10fe8c-7245-4abe-8705-b78af7a600bf,2023-12-08,416.27,30,Toys,1493.87,1142.42
df4d2145-2abf-4cb3-a42f-ec4287ddf7ea,2023-05-23,1061.59,36,Toys,1681.82,673.72
0db00b68-b950-4e9b-982d-c6b15d3f1014,2023-08-09,1379.16,41,Clothing,1626.59,401.49
a68203f0-5d50-4062-8b6c-db9b4149d8ff,2023-07-15,798.82,60,Books,2754.28,985.39
bb0639b7-016e-4b86-b784-e039c7e6d15a,2024-08-29,3134.26,33,Books,1012.57,1724.65
c9dc23a9-6d2e-46af-9d26-1d42af041c00,2023-01-27,2633.84,36,Books,1405.47,141.38
fee21059-19c4-423a-b690-eed5033f968d,2024-06-28,3310.79,49,Toys,2744.01,2452.95
0ab31ced-4fb4-403b-9d88-04d48d427753,2024-08-01,4521.12,20,Toys,1703.33,866.54
64cda478-1de0-4f50-8a29-066be2b94059,2023-05-19,3219.96,59,Clothing,2594.73,1984.19
993b2a19-bd43-48c4-9858-4f97e150fcbb,2023-11-23,397.13,61,Toys,1715.34,2677.68
27f9e7b0-d18f-49ff-99e7-939cb9cce95b,2023-06-21,142.17,51,Clothing,2099.81,2645.44
1aece8f7-c86e-4a85-aa85-3214f74ff77c,2023-05-30,2201.77,26,Toys,742.92,646.27
4560ce0f-7a0c-4dc4-99b0-027ad5ee5fef,2023-12-15,4220.79,27,Home & Kitchen,2265.74,1022.58
9b995b96-b084-4a0e-b667-9bac2d07de1a,2024-10-13,1031.47,58,Books,2395.09,1345.52
eb4e0424-9826-476f-bd82-0e0eee0a1983,2024-08-15,3446.3,65,Books,987.6,1540.54
73b8896e-5e75-4a12-883c-7c2e7ab5c24a,2025-01-20,1798.88,64,Home & Kitchen,636.92,672.69
9d32771f-32e2-44bf-a329-8f7f42cdd79f,2023-05-08,3671.47,65,Electronics,2853.99,2695.44
3ab644b5-4c0e-45f9-bfa8-fc320761856b,2024-12-04,3072.48,62,Electronics,616.82,2978.21
7037b69a-3f7e-403e-9e31-8051621541b7,2023-08-29,3399.4,60,Toys,911.78,691.46
11280a3f-4b74-4a10-8c36-9f497484b514,2023-05-13,4886.05,19,Clothing,2124.71,638.27
eebdd904-b35d-4de2-989b-f71371a54407,2023-03-28,370.26,69,Electronics,1903.03,964.19
e02a90ef-46d1-4840-8e28-52488d34991e,2024-09-09,4862.82,35,Clothing,1293.85,2552.0
d5a3c9e5-d3b7-4422-be9d-d69d231490c7,2024-02-05,3336.12,36,Toys,49.46,1709.07
4cf2767f-95f4-43f3-9fb5-db1f2162369e,2024-03-18,462.17,62,Home & Kitchen,2903.56,2924.32
f8600a7e-8959-45f5-a299-06332aae60f0,2023-03-04,998.05,35,Home & Kitchen,2321.26,1845.46
b8efafb6-fc11-4891-a3a3-6b540876ec03,2024-02-16,4279.08,48,Toys,156.22,673.51
b901f059-1d83-4a67-8258-f6ab4bab6bf1,2024-11-02,4405.16,69,Clothing,2070.44,287.61
72ea5333-07c2-4691-b5a6-3007775574f8,2024-02-24,1058.4,34,Clothing,2179.21,1633.13
6aa0b8a0-917c-4e6e-90fc-22a3fd786b1a,2024-06-11,4549.7,19,Books,1724.33,27.47
4f17452b-c4b6-424b-b931-1caca2bb70ed,2024-11-24,2169.72,62,Toys,801.66,1338.42
50bb572f-7ab2-4672-9ec3-9e2ac916d21a,2023-05-05,874.49,18,Clothing,2501.08,19.73
d38a73b1-80b8-4ac2-9046-c9756ee32ad4,2023-05-01,3019.99,60,Toys,59.82,1723.24
5b5400df-7759-4a88-9100-8ddf29eded1d,2024-08-12,3522.15,46,Toys,909.69,1303.11
ed0b7509-ef16-4857-b22f-42a5a10fff80,2024-07-16,3257.97,28,Electronics,2848.71,2784.84
4c8046c9-b3f9-4572-8627-c172fffed491,2023-03-29,2880.19,69,Books,461.71,2283.2
ecfac850-661b-4750-96c4-b1958f034095,2024-08-03,3016.27,27,Books,2054.84,2949.8
2756a9f4-5507-4fdb-9dda-a561ed94237d,2024-08-14,1080.49,22,Toys,1827.4,666.6
97162755-ed2c-42fc-bd24-a03542e533aa,2023-07-16,3759.79,29,Electronics,501.18,1105.46
2ad4752f-49a2-4b5e-89d7-3865a0aaad4f,2024-05-07,4163.62,40,Books,1867.81,156.33
cffe3fb2-e6ea-47b7-9559-cfc1671f8fc5,2023-02-10,413.03,47,Books,61.22,2930.02
ba14f3a5-e589-4ae1-8739-7b182ed57c3e,2023-07-05,2314.1,32,Clothing,1210.82,1518.01
