OrderID,Product,Category,Quantity,Price,Region,OrderDate
1167,Laptop,Electronics,2,502.83,Northeast,2024-07-19
1168,Sneakers,Apparel,4,822.95,East Coast,2025-04-10
1169,Headphones,Electronics,5,906.9,East Coast,2024-10-02
1170,Headphones,Electronics,3,581.19,Northeast,2024-11-05
1171,Backpack,Accessories,4,528.81,Northeast,2024-08-06
1172,T-Shirt,Apparel,3,562.39,East Coast,2025-01-15
1173,Coffee Mug,Home,3,446.51,West Coast,2024-09-03
1174,Backpack,Accessories,4,581.7,Northeast,2025-05-11
1175,Laptop,Electronics,2,174.95,Midwest,2024-12-25
1176,Notebook,Stationery,2,80.55,Northeast,2025-02-19
1177,T-Shirt,Apparel,4,940.77,Midwest,2024-10-15
1178,Sneakers,Apparel,4,872.74,South,2024-09-27
1179,Headphones,Electronics,5,882.89,West Coast,2025-04-04
1180,Notebook,Stationery,3,301.64,East Coast,2024-09-14
1181,Coffee Mug,Home,1,117.42,West Coast,2024-12-23
1182,Smartphone,Electronics,3,474.7,South,2024-09-11
1183,Backpack,Accessories,2,310.09,South,2025-02-24
1184,Notebook,Stationery,4,917.22,Northeast,2025-02-26
1185,Book,Books,1,553.51,Midwest,2024-11-20
1186,Blender,Home,1,556.87,Northeast,2024-12-11
1187,T-Shirt,Apparel,5,942.22,East Coast,2025-06-04
1188,Notebook,Stationery,4,261.37,Midwest,2024-07-05
1189,Headphones,Electronics,3,277.04,West Coast,2024-10-11
1190,Book,Books,5,543.67,East Coast,2025-02-08
1191,Book,Books,5,397.45,Northeast,2024-12-28
1192,Backpack,Accessories,1,890.52,Northeast,2025-05-24
1193,Smartphone,Electronics,5,396.18,East Coast,2024-10-14
1194,Smartphone,Electronics,3,271.51,West Coast,2024-06-29
1195,Laptop,Electronics,2,703.54,East Coast,2024-09-19
1196,Smartphone,Electronics,2,765.22,West Coast,2025-03-18
1197,Notebook,Stationery,2,12.85,South,2024-09-06
1198,Coffee Mug,Home,2,655.52,West Coast,2024-09-15
1199,Laptop,Electronics,1,694.48,South,2025-05-04
1200,Headphones,Electronics,4,802.93,West Coast,2024-07-08
1201,Blender,Home,2,319.52,Midwest,2024-06-26
1202,Headphones,Electronics,3,311.58,Northeast,2024-11-16
1203,Book,Books,2,900.61,South,2024-11-11
1204,Backpack,Accessories,4,517.88,East Coast,2024-08-06
1205,Sneakers,Apparel,1,80.52,Northeast,2025-03-17
1206,Blender,Home,2,694.5,West Coast,2025-05-10
1207,Book,Books,3,819.79,West Coast,2024-07-20
1208,Coffee Mug,Home,4,650.18,Northeast,2024-09-05
1209,Coffee Mug,Home,1,124.66,South,2025-03-04
1210,Sneakers,Apparel,4,118.05,West Coast,2025-01-12
1211,Book,Books,2,308.62,South,2024-08-05
1212,Blender,Home,4,600.54,West Coast,2024-11-27
1213,Laptop,Electronics,5,970.49,Northeast,2025-06-12
1214,Book,Books,4,185.09,East Coast,2024-11-29
1215,Notebook,Stationery,2,307.4,East Coast,2024-11-06
1216,T-Shirt,Apparel,1,237.02,West Coast,2025-02-04
1217,Notebook,Stationery,1,453.13,East Coast,2025-03-20
1218,Blender,Home,5,472.44,Midwest,2024-11-19
1219,T-Shirt,Apparel,1,787.68,West Coast,2025-02-15
1220,Smartphone,Electronics,5,445.23,West Coast,2024-07-17
1221,T-Shirt,Apparel,4,409.64,East Coast,2025-01-26
1222,Blender,Home,5,466.44,West Coast,2024-10-11
1223,Coffee Mug,Home,4,302.9,East Coast,2024-08-24
1224,Smartphone,Electronics,2,926.52,East Coast,2024-08-24
1225,Sneakers,Apparel,5,708.23,Midwest,2024-08-07
1226,Laptop,Electronics,4,637.67,South,2025-06-08
1227,Book,Books,3,834.91,East Coast,2024-07-20
1228,Backpack,Accessories,1,955.32,West Coast,2025-01-07
1229,Sneakers,Apparel,5,696.95,Midwest,2024-11-18
1230,Sneakers,Apparel,2,217.71,East Coast,2025-05-21
1231,Smartphone,Electronics,1,852.01,South,2025-06-10
1232,Laptop,Electronics,3,565.15,Northeast,2025-06-04
1233,Laptop,Electronics,3,155.94,Midwest,2025-04-12
1234,Book,Books,4,718.2,Midwest,2024-08-19
1235,Coffee Mug,Home,4,608.04,Northeast,2024-08-12
1236,Book,Books,1,781.59,Northeast,2025-01-06
1237,Sneakers,Apparel,2,503.48,South,2024-10-20
1238,T-Shirt,Apparel,1,836.49,East Coast,2025-03-12
1239,Coffee Mug,Home,2,302.34,Midwest,2024-07-27
1240,Notebook,Stationery,3,780.8,West Coast,2024-12-10
1241,Laptop,Electronics,3,338.54,South,2024-12-26
1242,Smartphone,Electronics,4,947.34,West Coast,2024-09-13
1243,Notebook,Stationery,1,110.21,South,2024-08-11
1244,Sneakers,Apparel,4,578.66,Northeast,2024-07-08
1245,Headphones,Electronics,3,271.3,Northeast,2024-11-03
1246,Sneakers,Apparel,1,547.93,West Coast,2025-01-19
1247,Book,Books,4,708.0,Northeast,2025-05-19
1248,Blender,Home,1,371.76,East Coast,2024-07-08
1249,Book,Books,3,399.89,Midwest,2024-09-21
1250,T-Shirt,Apparel,1,40.85,South,2025-04-27
1251,Smartphone,Electronics,4,952.88,Midwest,2025-04-29
1252,Laptop,Electronics,5,882.77,Northeast,2024-08-26
1253,Blender,Home,3,219.61,Northeast,2024-06-29
1254,Headphones,Electronics,2,750.09,Midwest,2024-12-08
1255,T-Shirt,Apparel,4,932.59,East Coast,2025-04-19
1256,Backpack,Accessories,1,860.23,East Coast,2025-06-10
1257,Coffee Mug,Home,1,795.19,Midwest,2025-06-07
1258,Notebook,Stationery,2,44.4,South,2025-02-18
1259,Book,Books,2,563.57,Northeast,2024-09-04
1260,Backpack,Accessories,4,411.3,East Coast,2025-03-21
1261,Blender,Home,3,873.81,West Coast,2025-02-15
1262,Sneakers,Apparel,5,178.8,East Coast,2025-06-16
1263,Smartphone,Electronics,4,699.97,West Coast,2024-11-09
1264,T-Shirt,Apparel,4,243.13,West Coast,2024-12-08
1265,Laptop,Electronics,5,837.26,Northeast,2025-01-23
1266,Laptop,Electronics,3,723.77,West Coast,2024-12-05
1267,Coffee Mug,Home,3,573.41,Midwest,2024-08-30
1268,Notebook,Stationery,1,589.8,West Coast,2025-04-07
1269,Blender,Home,3,363.85,South,2025-01-22
1270,Smartphone,Electronics,4,365.38,South,2024-12-09
1271,Blender,Home,4,144.63,South,2024-08-03
1272,Blender,Home,5,75.63,West Coast,2025-03-27
1273,Laptop,Electronics,2,194.58,West Coast,2025-05-06
1274,Coffee Mug,Home,3,436.47,Midwest,2024-06-29
1275,Book,Books,3,847.41,West Coast,2025-03-01
1276,Headphones,Electronics,1,325.93,Northeast,2024-11-23
1277,Blender,Home,5,896.25,East Coast,2024-08-31
1278,T-Shirt,Apparel,2,468.28,West Coast,2024-11-29
1279,Smartphone,Electronics,4,386.03,Midwest,2025-05-21
1280,Book,Books,2,535.01,Northeast,2025-04-03
1281,Sneakers,Apparel,5,522.23,West Coast,2025-05-24
1282,Blender,Home,3,939.58,West Coast,2025-02-17
1283,Smartphone,Electronics,3,508.24,South,2024-09-17
1284,Laptop,Electronics,2,954.84,West Coast,2024-12-04
1285,Smartphone,Electronics,4,853.51,Northeast,2024-11-04
1286,Smartphone,Electronics,4,778.82,South,2025-02-23
1287,Book,Books,1,325.36,East Coast,2024-12-21
1288,T-Shirt,Apparel,2,460.12,West Coast,2025-03-15
1289,Notebook,Stationery,5,127.04,Midwest,2025-02-15
1290,Backpack,Accessories,1,223.3,South,2025-05-26
1291,Notebook,Stationery,5,596.31,East Coast,2025-03-03
1292,Laptop,Electronics,2,561.59,Northeast,2025-04-17
1293,Book,Books,2,797.94,South,2024-07-17
1294,T-Shirt,Apparel,3,630.48,South,2024-12-21
1295,Coffee Mug,Home,3,645.86,West Coast,2024-09-09
1296,T-Shirt,Apparel,2,14.6,South,2024-07-05
1297,Headphones,Electronics,5,382.67,Northeast,2025-06-20
1298,Blender,Home,2,350.4,Northeast,2024-10-13
1299,Laptop,Electronics,4,709.39,Northeast,2025-01-04
1300,Notebook,Stationery,3,515.57,West Coast,2025-05-15
1301,Sneakers,Apparel,1,344.53,South,2025-03-20
1302,Backpack,Accessories,4,400.53,West Coast,2024-10-29
1303,T-Shirt,Apparel,5,233.81,East Coast,2024-07-13
1304,Book,Books,3,19.51,East Coast,2025-04-09
1305,Coffee Mug,Home,5,7.33,Northeast,2025-01-10
1306,Smartphone,Electronics,4,204.41,South,2025-06-15
1307,Headphones,Electronics,2,748.51,South,2024-09-12
1308,Backpack,Accessories,2,238.83,West Coast,2025-05-22
1309,Sneakers,Apparel,5,621.72,West Coast,2025-04-19
1310,T-Shirt,Apparel,4,429.8,West Coast,2024-11-12
1311,Sneakers,Apparel,4,54.3,Northeast,2024-06-25
1312,Blender,Home,3,120.05,South,2025-06-21
1313,Backpack,Accessories,5,948.46,West Coast,2025-04-23
1314,Coffee Mug,Home,4,330.88,Northeast,2025-01-01
1315,Coffee Mug,Home,5,10.78,East Coast,2024-11-10
1316,Smartphone,Electronics,3,430.87,East Coast,2024-12-02
1317,Sneakers,Apparel,2,829.53,East Coast,2024-12-17
1318,Coffee Mug,Home,3,951.7,Northeast,2024-08-19
1319,Coffee Mug,Home,5,863.25,Midwest,2025-06-17
1320,Coffee Mug,Home,1,595.51,Midwest,2025-05-10
1321,Notebook,Stationery,3,89.62,Midwest,2024-08-14
1322,Laptop,Electronics,1,694.91,South,2024-09-26
1323,Notebook,Stationery,1,163.06,West Coast,2025-05-12
1324,Backpack,Accessories,5,722.11,South,2025-06-09
1325,Smartphone,Electronics,5,983.38,South,2025-01-21
1326,Laptop,Electronics,3,981.15,East Coast,2024-07-12
1327,Blender,Home,1,596.99,Northeast,2024-11-03
1328,Sneakers,Apparel,5,130.49,East Coast,2025-01-19
1329,Blender,Home,4,454.88,Northeast,2025-02-16
1330,T-Shirt,Apparel,3,507.4,East Coast,2024-10-05
1331,Backpack,Accessories,3,92.17,West Coast,2025-02-18
1332,Notebook,Stationery,4,725.34,Northeast,2025-05-04
1333,Blender,Home,2,625.21,West Coast,2024-08-02
1334,Blender,Home,2,700.68,Northeast,2024-08-23
1335,Smartphone,Electronics,2,809.13,Midwest,2025-02-12
1336,Smartphone,Electronics,2,989.17,Northeast,2025-03-10
1337,Smartphone,Electronics,1,146.73,East Coast,2024-07-03
1338,Laptop,Electronics,2,965.92,West Coast,2025-03-22
1339,Sneakers,Apparel,1,220.31,Northeast,2024-11-09
1340,Smartphone,Electronics,4,217.49,Northeast,2024-12-14
1341,Backpack,Accessories,5,427.83,Midwest,2025-01-24
1342,Smartphone,Electronics,1,74.34,Midwest,2025-01-02
1343,Coffee Mug,Home,3,221.01,West Coast,2025-02-22
1344,Notebook,Stationery,1,410.79,West Coast,2025-01-11
1345,Coffee Mug,Home,5,878.32,Midwest,2025-05-20
1346,Coffee Mug,Home,3,444.52,West Coast,2024-07-09
1347,Coffee Mug,Home,3,71.96,East Coast,2025-06-10
1348,Laptop,Electronics,2,882.01,Midwest,2024-08-07
1349,Coffee Mug,Home,2,950.45,East Coast,2025-05-18
1350,Notebook,Stationery,3,771.73,East Coast,2024-09-23
1351,Blender,Home,3,84.62,Midwest,2025-06-18
1352,Smartphone,Electronics,3,498.27,West Coast,2024-12-09
1353,Book,Books,1,390.35,Northeast,2025-05-16
1354,Blender,Home,2,975.43,East Coast,2025-01-18
1355,Sneakers,Apparel,2,102.89,South,2025-04-14
1356,Notebook,Stationery,5,859.87,East Coast,2025-05-22
1357,Headphones,Electronics,1,778.03,South,2024-09-14
1358,Backpack,Accessories,3,378.5,Northeast,2025-02-20
1359,Blender,Home,4,386.94,Midwest,2025-03-02
1360,Headphones,Electronics,4,273.11,Midwest,2024-11-18
1361,Book,Books,2,924.97,East Coast,2025-06-10
1362,Coffee Mug,Home,4,637.41,East Coast,2024-12-11
1363,Headphones,Electronics,2,338.76,West Coast,2025-02-03
1364,Laptop,Electronics,4,124.79,Midwest,2024-11-14
1365,Coffee Mug,Home,1,793.4,Northeast,2024-10-15
1366,Laptop,Electronics,3,751.18,East Coast,2025-04-18
1367,Laptop,Electronics,1,260.01,West Coast,2025-05-15
1368,T-Shirt,Apparel,2,425.13,West Coast,2025-01-04
1369,Coffee Mug,Home,4,828.63,West Coast,2024-07-02
1370,T-Shirt,Apparel,1,135.86,East Coast,2025-01-06
1371,Smartphone,Electronics,3,775.08,Midwest,2025-02-01
1372,Laptop,Electronics,2,103.04,Northeast,2024-07-27
1373,Coffee Mug,Home,5,466.06,West Coast,2024-09-11
1374,Blender,Home,2,460.64,Midwest,2025-04-16
1375,Book,Books,1,145.42,East Coast,2024-09-22
1376,Headphones,Electronics,3,469.65,Midwest,2025-03-02
1377,Smartphone,Electronics,5,142.72,Midwest,2024-12-02
1378,Notebook,Stationery,2,218.8,Midwest,2024-09-08
1379,Headphones,Electronics,3,909.6,West Coast,2024-08-20
1380,Coffee Mug,Home,4,657.34,South,2024-09-22
1381,T-Shirt,Apparel,2,556.14,South,2024-11-22
1382,Coffee Mug,Home,3,81.34,West Coast,2025-01-25
1383,Backpack,Accessories,2,648.44,East Coast,2024-11-28
1384,Laptop,Electronics,2,768.67,Midwest,2025-04-29
1385,Blender,Home,5,147.51,Northeast,2025-05-06
1386,Smartphone,Electronics,4,996.69,South,2025-01-13
1387,Sneakers,Apparel,3,787.56,East Coast,2025-05-18
1388,Smartphone,Electronics,1,805.31,East Coast,2024-09-11
1389,Sneakers,Apparel,2,355.19,West Coast,2024-09-06
1390,Smartphone,Electronics,2,510.76,West Coast,2024-10-19
1391,Laptop,Electronics,3,678.18,West Coast,2025-03-03
1392,Backpack,Accessories,2,741.72,South,2025-01-18
1393,Notebook,Stationery,5,164.78,Northeast,2025-05-11
1394,Book,Books,2,181.92,South,2024-09-25
1395,Headphones,Electronics,4,414.76,South,2024-11-16
1396,Headphones,Electronics,5,227.47,West Coast,2025-04-03
1397,Coffee Mug,Home,1,789.29,Midwest,2024-09-30
1398,Book,Books,4,879.45,East Coast,2025-05-27
1399,Sneakers,Apparel,2,512.08,Midwest,2025-01-12
1400,Laptop,Electronics,3,305.05,Northeast,2025-04-25
1401,T-Shirt,Apparel,2,878.96,Midwest,2024-07-12
1402,Headphones,Electronics,3,652.73,Northeast,2024-09-23
1403,Sneakers,Apparel,3,572.0,Northeast,2025-04-03
1404,Smartphone,Electronics,4,750.78,Northeast,2025-01-22
1405,Sneakers,Apparel,1,542.49,South,2025-02-28
1406,Notebook,Stationery,1,654.17,Midwest,2025-04-12
1407,Headphones,Electronics,1,77.56,East Coast,2024-07-18
1408,Backpack,Accessories,3,864.42,Midwest,2024-08-25
1409,Book,Books,3,471.35,South,2024-08-02
1410,Blender,Home,2,33.91,East Coast,2024-09-25
1411,Coffee Mug,Home,2,11.62,Northeast,2024-10-05
1412,Smartphone,Electronics,2,427.65,East Coast,2024-08-19
1413,Backpack,Accessories,1,848.42,South,2025-06-20
1414,Headphones,Electronics,5,777.49,West Coast,2024-11-05
1415,Coffee Mug,Home,3,63.63,South,2024-10-13
1416,Laptop,Electronics,3,220.29,Midwest,2025-05-30
1417,Notebook,Stationery,3,255.31,Midwest,2024-07-14
1418,Blender,Home,5,215.23,Midwest,2025-01-10
1419,Laptop,Electronics,3,508.04,Midwest,2024-07-02
1420,Notebook,Stationery,5,574.3,Northeast,2025-01-14
1421,T-Shirt,Apparel,3,447.91,East Coast,2024-10-31
1422,Headphones,Electronics,4,519.84,South,2025-01-08
1423,Backpack,Accessories,3,39.28,Northeast,2024-10-27
1424,Blender,Home,5,179.96,South,2024-09-16
1425,Blender,Home,4,90.93,East Coast,2024-06-28
1426,Book,Books,1,252.69,Midwest,2025-04-13
1427,Sneakers,Apparel,5,993.09,Northeast,2025-04-17
1428,Blender,Home,5,208.92,Northeast,2025-03-25
1429,T-Shirt,Apparel,5,429.36,West Coast,2024-07-19
1430,Backpack,Accessories,1,626.86,Northeast,2024-09-10
1431,Headphones,Electronics,5,164.67,Midwest,2025-01-01
1432,Notebook,Stationery,2,757.52,Midwest,2025-03-31
1433,Laptop,Electronics,3,898.78,South,2025-06-18
1434,Smartphone,Electronics,1,218.34,East Coast,2024-09-13
1435,Notebook,Stationery,3,341.88,Midwest,2025-03-17
1436,Notebook,Stationery,4,698.92,West Coast,2025-05-17
1437,Backpack,Accessories,5,314.67,South,2025-02-15
1438,Backpack,Accessories,4,559.23,Midwest,2025-06-18
1439,Coffee Mug,Home,3,321.42,South,2024-10-14
1440,Laptop,Electronics,1,686.65,Northeast,2024-09-15
1441,Sneakers,Apparel,5,768.93,Midwest,2025-04-07
1442,Blender,Home,5,821.26,Midwest,2025-04-22
1443,Notebook,Stationery,3,757.35,Northeast,2024-11-03
1444,Backpack,Accessories,3,790.38,East Coast,2025-01-02
1445,Sneakers,Apparel,2,424.37,Northeast,2024-08-13
1446,Laptop,Electronics,3,269.33,Midwest,2024-09-08
1447,Sneakers,Apparel,4,661.5,West Coast,2024-11-02
1448,Backpack,Accessories,1,673.0,Midwest,2025-01-19
1449,Coffee Mug,Home,5,962.7,Midwest,2025-06-07
1450,Backpack,Accessories,4,305.16,South,2025-01-19
1451,Headphones,Electronics,1,768.16,West Coast,2024-07-12
1452,Blender,Home,3,23.78,Midwest,2025-03-24
1453,Headphones,Electronics,1,94.58,Northeast,2025-06-07
1454,Laptop,Electronics,2,366.06,East Coast,2024-08-10
1455,Headphones,Electronics,2,427.62,Midwest,2025-06-17
1456,Notebook,Stationery,1,239.66,Midwest,2025-02-02
1457,T-Shirt,Apparel,1,216.79,East Coast,2025-01-03
1458,Backpack,Accessories,1,469.78,South,2024-10-11
1459,Coffee Mug,Home,3,770.93,Northeast,2025-04-22
